Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
,Surviving the Applewhites,Stephanie S. Tolan,,,,9780064410441,,,,,,,,2006/06/01,2006/06/01,,,read,,,,1,,,0,,,,,
,The Chrestomanci Quartet,Diana Wynne Jones,,,,,,,,,,,,2006/06/01,2006/06/01,,,read,,,,1,,,0,,,,,
,The Naming,Alison Croggon,,,,9780763631628,,,,,,,,2006/06/01,2006/06/01,,,read,,,,1,,,0,,,,,
,Magic Steps,Tamora Pierce,,,,9780590396059,,,,,,,,2006/06/01,2006/06/01,,,read,,,,1,,,0,,,,,
,Saint Camber,Katherine Kurtz,,,0345347684,,,,,,,,,2006/06/01,2006/06/01,,,read,,,,1,,,0,,,,,
,The Merlin Conspiracy,Diana Wynne Jones,,,,9780060523206,,,,,,,,2006/06/01,2006/06/01,,,read,,,,1,,,0,,,,,
,Secret Sacrament,Sherryl Jordan,,,,,,,,,,,,2006/06/01,2006/06/01,,,read,,,,1,,,0,,,,,
,The Adventures of Tom Sawyer,Mark Twain,,,,9780143039563,,,,,,,,2006/06/01,2006/06/01,,,read,,,,1,,,0,,,,,
,The Magic Circle,Donna Jo Napoli,,,,9780140374391,,,,,,,,2006/06/01,2006/06/01,,,read,,,,1,,,0,,,,,
,Tailchaser's Song,Tad Williams,,,,9780886779535,,,,,,,,2006/06/01,2006/06/01,,,read,,,,1,,,0,,,,,
,The Outlaws of Sherwood,Robin McKinley,,,,9780441013258,,,,,,,,2006/07/01,2006/07/01,,,read,,,,1,,,0,,,,,
,Follow My Leader,James B. Garfield,,,,9780140364859,,,,,,,,2006/07/01,2006/07/01,,,read,,,,1,,,0,,,,,
,Camber the Heretic,Katherine Kurtz,,,,,,,,,,,,2006/07/01,2006/07/01,,,read,,,,1,,,0,,,,,
,Green Mansions (Dodo Press),W. H. Hudson,,,,9781406560183,,,,,,,,2006/07/01,2006/07/01,,,read,,,,1,,,0,,,,,
,One Hundred Years of Solitude,Gabriel García Márquez,,,,9780061120091,,,,,,,,2006/07/01,2006/07/01,,,read,,,,1,,,0,,,,,
,Sunshine Rider: The First Vegetarian Western,Ric Lynden Hardman,,,,,,,,,,,,2006/07/01,2006/07/01,,,read,,,,1,,,0,,,,,
,Just Ella,Margaret Peterson Haddix,,,,9781416936497,,,,,,,,2006/07/01,2006/07/01,,,read,,,,1,,,0,,,,,
,Across the Nightingale Floor,Lian Hearn,,,,9781573223324,,,,,,,,2006/07/01,2006/07/01,,,read,,,,1,,,0,,,,,
,Grass for His Pillow,Lian Hearn,,,,9781594480034,,,,,,,,2006/07/01,2006/07/01,,,read,,,,1,,,0,,,,,
,The Thief Lord,Cornelia Funke,,,,9781903434772,,,,,,,,2007/06/01,2007/06/01,,,read,,,,1,,,0,,,,,
,"Taking Liberty: The Story of Oney Judge, George Washington's Runaway Slave",Ann Rinaldi,,,,9780689851889,,,,,,,,2007/06/01,2007/06/01,,,read,,,,1,,,0,,,,,
,The Two Princesses of Bamarre,Gail Carson Levine,,,,9780060575809,,,,,,,,2007/06/01,2007/06/01,,,read,,,,1,,,0,,,,,
,Frightful's Mountain,Jean Craighead George,,,,9780141312354,,,,,,,,2007/06/01,2007/06/01,,,read,,,,1,,,0,,,,,
,"Ishi, Last of His Tribe",Theodora Kroeber,,,,9780553248982,,,,,,,,2007/06/01,2007/06/01,,,read,,,,1,,,0,,,,,
,The Amulet of Samarkand,Jonathan Stroud,,,,9780786818594,,,,,,,,2007/06/01,2007/06/01,,,read,,,,1,,,0,,,,,
,Castaways of the Flying Dutchman,Brian Jacques,,,,9780142501184,,,,,,,,2007/06/01,2007/06/01,,,read,,,,1,,,0,,,,,
,The Ruins of Gorlan,John Flanagan,,,,9780142406632,,,,,,,,2007/06/01,2007/06/01,,,read,,,,1,,,0,,,,,
,The Troll Queen,John Vornholt,,,,,,,,,,,,2007/06/01,2007/06/01,,,read,,,,1,,,0,,,,,
,Walk Two Moons,Sharon Creech,,,,9780060739492,,,,,,,,2007/06/01,2007/06/01,,,read,,,,1,,,0,,,,,
,"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge, and the Teachings of Plants",Robin Wall Kimmerer,,,,9781571313355,,,,,,,,2007/06/01,2007/06/01,,,read,,,,1,,,0,,,,,
,The Sea of Trolls,Nancy Farmer,,,,9780689867460,,,,,,,,2007/06/01,2007/06/01,,,read,,,,1,,,0,,,,,
,Seaward,Susan Cooper,,,,9781442473270,,,,,,,,2007/06/01,2007/06/01,,,read,,,,1,,,0,,,,,
,Early Thunder,Jean Fritz,,,,9780140322590,,,,,,,,2007/06/01,2007/06/01,,,read,,,,1,,,0,,,,,
,Nectar in a Sieve,Kamala Markandaya,,,,9780451528230,,,,,,,,2007/06/01,2007/06/01,,,read,,,,1,,,0,,,,,
,Stealing Freedom,Elisa Carbone,,,,9780440417071,,,,,,,,2007/06/01,2007/06/01,,,read,,,,1,,,0,,,,,
,The Gift Moves,Steve Lyon,,,,,,,,,,,,2007/06/01,2007/06/01,,,read,,,,1,,,0,,,,,
,The Door in the Wall,Marguerite De Angeli,,,,9780440227793,,,,,,,,2007/06/01,2007/06/01,,,read,,,,1,,,0,,,,,
,Urchin of the Riding Stars,M.I. McAllister,,,,9780786854868,,,,,,,,2007/06/01,2007/06/01,,,read,,,,1,,,0,,,,,
,Fire Star,Chris d'Lacey,,,,9780439845823,,,,,,,,2007/07/01,2007/07/01,,,read,,,,1,,,0,,,,,
,On to Oregon!,Honoré Willsie Morrow,,,,,,,,,,,,2007/07/01,2007/07/01,,,read,,,,1,,,0,,,,,
,Many Waters,Madeleine L'Engle,,,,9780312368579,,,,,,,,2007/07/01,2007/07/01,,,read,,,,1,,,0,,,,,
,The Count of Monte Christo,Alexandre Dumas,,,,,,,,,,,,2007/07/01,2007/07/01,,,read,,,,1,,,0,,,,,
,Crispin The Cross of Lead,Avi,,,,,,,,,,,,2007/07/01,2007/07/01,,,read,,,,1,,,0,,,,,
,The Voyages of Doctor Dolittle,Hugh Lofting,,,,9780060776008,,,,,,,,2007/07/01,2007/07/01,,,read,,,,1,,,0,,,,,
,Black Horses for the King,Anne McCaffrey,,,,9780345468635,,,,,,,,2007/07/01,2007/07/01,,,read,,,,1,,,0,,,,,
,The Troll King,John Vornholt,,,,,,,,,,,,2007/07/01,2007/07/01,,,read,,,,1,,,0,,,,,
,The Lost City of Faar,D.J. MacHale,,,,9780743437325,,,,,,,,2007/07/01,2007/07/01,,,read,,,,1,,,0,,,,,
,The Never War,D.J. MacHale,,,,9781416936275,,,,,,,,2007/07/01,2007/07/01,,,read,,,,1,,,0,,,,,
,The Andromeda Strain,Michael Crichton,,,,9780060541811,,,,,,,,2007/07/01,2007/07/01,,,read,,,,1,,,0,,,,,
,Pendragon Book Four: The Reality Bug,D.J. MacHale,,,,,,,,,,,,2007/07/01,2007/07/01,,,read,,,,1,,,0,,,,,
,"The Journal of Patrick Seamus Flaherty: United States Marine Corps, Khe Sanh, Vietnam, 1968",Ellen Emerson White,,,,,,,,,,,,2007/07/01,2007/07/01,,,read,,,,1,,,0,,,,,
,The Light in the Forest,Conrad Richter,,,,9781400077885,,,,,,,,2007/07/01,2007/07/01,,,read,,,,1,,,0,,,,,
,Becoming Naomi Le�n,Pam Mu�oz Ryan,,,,9780439269971,,,,,,,,2007/07/01,2007/07/01,,,read,,,,1,,,0,,,,,
,Anthem,Ayn Rand,,,,9780452281257,,,,,,,,2007/07/01,2007/07/01,,,read,,,,1,,,0,,,,,
,Summer of the Monkeys,Wilson Rawls,,,,9780440415800,,,,,,,,2007/07/01,2007/07/01,,,read,,,,1,,,0,,,,,
,The Sea Wolf,Jack London,,,,9781598184310,,,,,,,,2007/07/01,2007/07/01,,,read,,,,1,,,0,,,,,
,The River Between Us,Richard Peck,,,,9780142403105,,,,,,,,2007/07/01,2007/07/01,,,read,,,,1,,,0,,,,,
,The Education of Little Tree,Forrest Carter,,,,9780826328090,,,,,,,,2007/07/01,2007/07/01,,,read,,,,1,,,0,,,,,
,All the Mowgli Stories,Rudyard Kipling,,,,9781509830763,,,,,,,,2007/09/01,2007/09/01,,,read,,,,1,,,0,,,,,
,They,Rudyard Kilping,,,,9781359014146,,,,,,,,2007/09/01,2007/09/01,,,read,,,,1,,,0,,,,,
,The Fires of Heaven,Robert Jordan,,,0812513748,,,,,,,,,2007/09/01,2007/09/01,,,read,,,,1,,,0,,,,,
,"Phantom Menace (Star Wars: Novelizations, #1), The",Terry Brooks,,,99409968,,,,,,,,,2007/09/01,2007/09/01,,,read,,,,1,,,0,,,,,
,Dragonflight,Anne McCaffrey,,,,9780345484260,,,,,,,,2007/09/01,2007/09/01,,,read,,,,1,,,0,,,,,
,Dragonquest,Anne McCaffrey,,,,9780808521204,,,,,,,,2007/09/01,2007/09/01,,,read,,,,1,,,0,,,,,
,The Once and Future King,T.H. White,,,,9780441627400,,,,,,,,2007/09/01,2007/09/01,,,read,,,,1,,,0,,,,,
,The Burning Bridge,John Flanagan,,,,9780399244551,,,,,,,,2007/09/01,2007/09/01,,,read,,,,1,,,0,,,,,
,Treasure Island,Robert Louis Stevenson,,,,9780753453803,,,,,,,,2007/09/01,2007/09/01,,,read,,,,1,,,0,,,,,
,The Thief,Megan Whalen Turner,,,,9780060824976,,,,,,,,2007/09/01,2007/09/01,,,read,,,,1,,,0,,,,,
,Lord of Chaos,Robert Jordan,,,,9780812513752,,,,,,,,2007/09/01,2007/09/01,,,read,,,,1,,,0,,,,,
,Star Wars: Episode II - Attack of the Clones,Patricia C. Wrede,,,,9780439139281,,,,,,,,2007/09/01,2007/09/01,,,read,,,,1,,,0,,,,,
,The White Dragon,Anne McCaffrey,,,,9780345341679,,,,,,,,2007/09/01,2007/09/01,,,read,,,,1,,,0,,,,,
,Dragons of Autumn Twilight,Margaret Weis,,,,9780786915743,,,,,,,,2007/09/01,2007/09/01,,,read,,,,1,,,0,,,,,
,The Arctic Incident,Eoin Colfer,,,,,,,,,,,,2007/09/01,2007/09/01,,,read,,,,1,,,0,,,,,
,The Opal Deception,Eoin Colfer,,,,9781423103998,,,,,,,,2007/09/01,2007/09/01,,,read,,,,1,,,0,,,,,
,The Eternity Code,Eoin Colfer,,,,9780141321318,,,,,,,,2007/09/01,2007/09/01,,,read,,,,1,,,0,,,,,
,The Lost Colony,Eoin Colfer,,,0786849568,,,,,,,,,2007/09/01,2007/09/01,,,read,,,,1,,,0,,,,,
,The Supernaturalist,Eoin Colfer,,,,9780786851492,,,,,,,,2007/09/01,2007/09/01,,,read,,,,1,,,0,,,,,
,The Artemis Fowl Files,Eoin Colfer,,,,9780786856398,,,,,,,,2007/09/01,2007/09/01,,,read,,,,1,,,0,,,,,
,"Star Wars Omnibus: X-Wing Rogue Squadron, Vol. 1",Michael A. Stackpole,,,,9781593075729,,,,,,,,2007/09/01,2007/09/01,,,read,,,,1,,,0,,,,,
,A Crown of Swords,Robert Jordan,,,,9780812550283,,,,,,,,2007/09/01,2007/09/01,,,read,,,,1,,,0,,,,,
,The Mask and the Sorceress,Dennis Jones,,,,9780380806195,,,,,,,,2007/10/01,2007/10/01,,,read,,,,1,,,0,,,,,
,Conqueror's Moon,Julian May,,,,,,,,,,,,2007/10/01,2007/10/01,,,read,,,,1,,,0,,,,,
,Ironcrown Moon,Julian May,,,,9780441012992,,,,,,,,2007/10/01,2007/10/01,,,read,,,,1,,,0,,,,,
,The Path of Daggers,Robert Jordan,,,,9781857235548,,,,,,,,2007/10/01,2007/10/01,,,read,,,,1,,,0,,,,,
,Dragons of Spring Dawning,Margaret Weis,,,,9780786930708,,,,,,,,2007/10/01,2007/10/01,,,read,,,,1,,,0,,,,,
,Sorcerer's Moon,Julian May,,,,,,,,,,,,2007/10/01,2007/10/01,,,read,,,,1,,,0,,,,,
,The Cry of the Icemark,Stuart Hill,,,,9781908435866,,,,,,,,2007/10/01,2007/10/01,,,read,,,,1,,,0,,,,,
,Winter's Heart,Robert Jordan,,,,9780812575583,,,,,,,,2007/10/01,2007/10/01,,,read,,,,1,,,0,,,,,
,Through Wolf's Eyes,Jane Lindskold,,,,9780812575484,,,,,,,,2007/10/01,2007/10/01,,,read,,,,1,,,0,,,,,
,Ptolemy's Gate,Jonathan Stroud,,,,9780786818617,,,,,,,,2007/10/01,2007/10/01,,,read,,,,1,,,0,,,,,
,Me: Stories of My Life,Katharine Hepburn,,,,9780345410092,,,,,,,,2007/10/01,2007/10/01,,,read,,,,1,,,0,,,,,
,The Adventures of Tom Sawyer,Mark Twain,,,,9780143039563,,,,,,,,2007/10/01,2007/10/01,,,read,,,,1,,,0,,,,,
,Dragons of Winter Night,Margaret Weis,,,,9780394739755,,,,,,,,2007/10/01,2007/10/01,,,read,,,,1,,,0,,,,,
,To Be a Slave,Julius Lester,,,,9780141310015,,,,,,,,2007/10/01,2007/10/01,,,read,,,,1,,,0,,,,,
,Ambush at Corellia: Star Wars Legends,Roger MacBride Allen,,,,,,,,,,,,2007/10/01,2007/10/01,,,read,,,,1,,,0,,,,,
,The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,,,,9781451651683,,,,,,,,2007/10/01,2007/10/01,,,read,,,,1,,,0,,,,,
,Little Women,Louisa May Alcott,,,,9780451529305,,,,,,,,2007/10/01,2007/10/01,,,read,,,,1,,,0,,,,,
,Crossroads of Twilight,Robert Jordan,,,,9780312864590,,,,,,,,2007/10/01,2007/10/01,,,read,,,,1,,,0,,,,,
,The War of the Lance,Margaret Weis,,,,,,,,,,,,2007/11/01,2007/11/01,,,read,,,,1,,,0,,,,,
,The Dark Elf Trilogy,R.A. Salvatore,,,,9780786911769,,,,,,,,2007/11/01,2007/11/01,,,read,,,,1,,,0,,,,,
,"Wolf's Head, Wolf's Heart",Jane Lindskold,,,,9780812575491,,,,,,,,2007/11/01,2007/11/01,,,read,,,,1,,,0,,,,,
,The Icewind Dale Trilogy Collector's Edition,R.A. Salvatore,,,,9780786918119,,,,,,,,2007/11/01,2007/11/01,,,read,,,,1,,,0,,,,,
,The Dragon of Despair,Jane Lindskold,,,,,,,,,,,,2007/11/01,2007/11/01,,,read,,,,1,,,0,,,,,
,Darksaber,Kevin J. Anderson,,,,9780553576115,,,,,,,,2007/11/01,2007/11/01,,,read,,,,1,,,0,,,,,
,Legacy of the Drow,R.A. Salvatore,,,,,,,,,,,,2007/11/01,2007/11/01,,,read,,,,1,,,0,,,,,
,Knife of Dreams,Robert Jordan,,,,9780812577563,,,,,,,,2007/11/01,2007/11/01,,,read,,,,1,,,0,,,,,
,Wolf Captured,Jane Lindskold,,,,,,,,,,,,2007/11/01,2007/11/01,,,read,,,,1,,,0,,,,,
,Wizard of the Grove,Tanya Huff,,,,9780756411312,,,,,,,,2007/11/01,2007/11/01,,,read,,,,1,,,0,,,,,
,Wolf Hunting,Jane Lindskold,,,,9780765351432,,,,,,,,2007/11/01,2007/11/01,,,read,,,,1,,,0,,,,,
,Battleaxe,Sara Douglass,,,,9780732258658,,,,,,,,2007/11/01,2007/11/01,,,read,,,,1,,,0,,,,,
,Wolf's Blood,Jane Lindskold,,,,9780765314802,,,,,,,,2007/11/01,2007/11/01,,,read,,,,1,,,0,,,,,
,Ordeal by Fire: The Civil War and Reconstruction,James M. McPherson,,,,,,,,,,,,2007/11/01,2007/11/01,,,read,,,,1,,,0,,,,,
,The Miracle Worker: A Play,William Gibson,,,,9780743457583,,,,,,,,2007/11/01,2007/11/01,,,read,,,,1,,,0,,,,,
,New Spring,Robert Jordan,,,,9781841492612,,,,,,,,2007/11/01,2007/11/01,,,read,,,,1,,,0,,,,,
,The Hunter's Blades Collector's Edition,R.A. Salvatore,,,,9780786943159,,,,,,,,2007/11/01,2007/11/01,,,read,,,,1,,,0,,,,,
,Enchanter,Sara Douglass,,,,9780765341969,,,,,,,,2007/11/01,2007/11/01,,,read,,,,1,,,0,,,,,
,Indian Captive: The Story of Mary Jemison,Lois Lenski,,,,9780064461627,,,,,,,,2007/11/01,2007/11/01,,,read,,,,1,,,0,,,,,
,Inkheart,Cornelia Funke,,,,9780439709101,,,,,,,,2007/12/01,2007/12/01,,,read,,,,1,,,0,,,,,
,Starman,Sara Douglass,,,,9780765342812,,,,,,,,2007/12/01,2007/12/01,,,read,,,,1,,,0,,,,,
,Sinner,Sara Douglass,,,,9780006486176,,,,,,,,2007/12/01,2007/12/01,,,read,,,,1,,,0,,,,,
,The Legend of Nightfall,Mickey Zucker Reichert,,,,,,,,,,,,2007/12/01,2007/12/01,,,read,,,,1,,,0,,,,,
,Spock's World,Diane Duane,,,,9780743403719,,,,,,,,2007/12/01,2007/12/01,,,read,,,,1,,,0,,,,,
,Star Trek: The Lost Years,J.M. Dillard,,,,9780517075197,,,,,,,,2007/12/01,2007/12/01,,,read,,,,1,,,0,,,,,
,The Bellmaker,Brian Jacques,,,,9780142400302,,,,,,,,2007/12/01,2007/12/01,,,read,,,,1,,,0,,,,,
,Summerland,Michael Chabon,,,,9780606292559,,,,,,,,2007/12/01,2007/12/01,,,read,,,,1,,,0,,,,,
,The Holy Bible: King James Version,Anonymous,,,,,,,,,,,,2007/12/01,2007/12/01,,,read,,,,1,,,0,,,,,
,Blood Trillium,Julian May,,,,9780553561982,,,,,,,,2008/01/01,2008/01/01,,,read,,,,1,,,0,,,,,
,The Soprano Sorceress,L.E. Modesitt Jr.,,,,,,,,,,,,2008/01/01,2008/01/01,,,read,,,,1,,,0,,,,,
,The Spellsong War,L.E. Modesitt Jr.,,,,,,,,,,,,2008/01/01,2008/01/01,,,read,,,,1,,,0,,,,,
,Darth Maul: Shadow Hunter,Michael Reaves,,,,9780345435415,,,,,,,,2008/01/01,2008/01/01,,,read,,,,1,,,0,,,,,
,Darksong Rising,L.E. Modesitt Jr.,,,,,,,,,,,,2008/01/01,2008/01/01,,,read,,,,1,,,0,,,,,
,The Magic of Recluce,L.E. Modesitt Jr.,,,,9780812505184,,,,,,,,2008/01/01,2008/01/01,,,read,,,,1,,,0,,,,,
,The Towers of the Sunset,L.E. Modesitt Jr.,,,,9780812519679,,,,,,,,2008/01/01,2008/01/01,,,read,,,,1,,,0,,,,,
,The Magic Engineer,L.E. Modesitt Jr.,,,,9780812534054,,,,,,,,2008/01/01,2008/01/01,,,read,,,,1,,,0,,,,,
,Ginger: My Story,Ginger Rogers,,,,9780061564703,,,,,,,,2008/01/01,2008/01/01,,,read,,,,1,,,0,,,,,
,The Freedom Writers Diary,Erin Gruwell,,,,9780385494229,,,,,,,,2008/01/01,2008/01/01,,,read,,,,1,,,0,,,,,
,The Icebound Land,John Flanagan,,,,9780399244568,,,,,,,,2008/01/01,2008/01/01,,,read,,,,1,,,0,,,,,
,Unfinished Tales of Númenor and Middle-Earth,J.R.R. Tolkien,,,,9780261102156,,,,,,,,2008/01/01,2008/01/01,,,read,,,,1,,,0,,,,,
,The Veil of a Thousand Tears,Eric Van Lustbader,,,,,,,,,,,,2008/01/01,2008/01/01,,,read,,,,1,,,0,,,,,
,Mistress of the Pearl,Eric Van Lustbader,,,,9780765333421,,,,,,,,2008/01/01,2008/01/01,,,read,,,,1,,,0,,,,,
,"Astaire, the Man, the Dancer",Bob Thomas,,,,9780312057831,,,,,,,,2008/02/01,2008/02/01,,,read,,,,1,,,0,,,,,
,The Shadow Sorceress,L.E. Modesitt Jr.,,,,9780765340139,,,,,,,,2008/02/01,2008/02/01,,,read,,,,1,,,0,,,,,
,Owlflight,Mercedes Lackey,,,,9780886778040,,,,,,,,2008/02/01,2008/02/01,,,read,,,,1,,,0,,,,,
,Owlsight,Mercedes Lackey,,,,9780886778033,,,,,,,,2008/02/01,2008/02/01,,,read,,,,1,,,0,,,,,
,Owlknight,Mercedes Lackey,,,,9780886779160,,,,,,,,2008/02/01,2008/02/01,,,read,,,,1,,,0,,,,,
,Shadowsinger,L.E. Modesitt Jr.,,,,,,,,,,,,2008/02/01,2008/02/01,,,read,,,,1,,,0,,,,,
,The Order War,L.E. Modesitt Jr.,,,,9780812534047,,,,,,,,2008/02/01,2008/02/01,,,read,,,,1,,,0,,,,,
,Fire Logic,Laurie J. Marks,,,,,,,,,,,,2008/02/01,2008/02/01,,,read,,,,1,,,0,,,,,
,Betrayal,Aaron Allston,,,,9780099491163,,,,,,,,2008/02/01,2008/02/01,,,read,,,,1,,,0,,,,,
,Earth Logic,Laurie J. Marks,,,,,,,,,,,,2008/02/01,2008/02/01,,,read,,,,1,,,0,,,,,
,Gardens of the Moon,Steven Erikson,,,,9780765348784,,,,,,,,2008/03/01,2008/03/01,,,read,,,,1,,,0,,,,,
,Storm Warning,Mercedes Lackey,,,,9780886776619,,,,,,,,2008/03/01,2008/03/01,,,read,,,,1,,,0,,,,,
,Storm Rising,Mercedes Lackey,,,,9780886777128,,,,,,,,2008/03/01,2008/03/01,,,read,,,,1,,,0,,,,,
,The Fall of Neskaya,Deborah J. Ross,,,,9780756400538,,,,,,,,2008/03/01,2008/03/01,,,read,,,,1,,,0,,,,,
,The Collected Works of Jack London: The Complete Works PergamonMedia,Jack London,,,,,,,,,,,,2008/03/01,2008/03/01,,,read,,,,1,,,0,,,,,
,Dragon Weather,Lawrence Watt-Evans,,,,,,,,,,,,2008/04/01,2008/04/01,,,read,,,,1,,,0,,,,,
,A Rock and A Hard Place,Peter David,,,,9780671693640,,,,,,,,2008/04/01,2008/04/01,,,read,,,,1,,,0,,,,,
,Lady of Avalon,Marion Zimmer Bradley,,,,9780670857838,,,,,,,,2008/04/01,2008/04/01,,,read,,,,1,,,0,,,,,
,The Golden Dream of Carlo Chuchio,Lloyd Alexander,,,,,,,,,,,,2008/04/01,2008/04/01,,,read,,,,1,,,0,,,,,
,Priestess of Avalon,Marion Zimmer Bradley,,,,9780451458629,,,,,,,,2008/04/01,2008/04/01,,,read,,,,1,,,0,,,,,
,Exile's Song,Marion Zimmer Bradley,,,,,,,,,,,,2008/04/01,2008/04/01,,,read,,,,1,,,0,,,,,
,"The Ghattis Tale, Book 1: Finders-Seekers",Gayle Greeno,,,,,,,,,,,,2008/04/01,2008/04/01,,,read,,,,1,,,0,,,,,
,Into the Wild,Erin Hunter,,,,9780061284205,,,,,,,,2008/04/01,2008/04/01,,,read,,,,1,,,0,,,,,
,Fire and Ice,Erin Hunter,,,,9780060525590,,,,,,,,2008/04/01,2008/04/01,,,read,,,,1,,,0,,,,,
,Dragonsdawn,Anne McCaffrey,,,,,,,,,,,,2008/04/01,2008/04/01,,,read,,,,1,,,0,,,,,
,Forest of Secrets,Erin Hunter,,,,9780060525613,,,,,,,,2008/04/01,2008/04/01,,,read,,,,1,,,0,,,,,
,Rising Storm,Erin Hunter,,,,9780060525637,,,,,,,,2008/04/01,2008/04/01,,,read,,,,1,,,0,,,,,
,The King's Buccaneer,Raymond E. Feist,,,,9780553563733,,,,,,,,2008/05/01,2008/05/01,,,read,,,,1,,,0,,,,,
,Mistress of Dragons,Margaret Weis,,,,,,,,,,,,2008/05/01,2008/05/01,,,read,,,,1,,,0,,,,,
,Grand Conspiracy,Janny Wurts,,,,9780007102228,,,,,,,,2008/05/01,2008/05/01,,,read,,,,1,,,0,,,,,
,The Dragon Society,Lawrence Watt-Evans,,,,,,,,,,,,2008/05/01,2008/05/01,,,read,,,,1,,,0,,,,,
,A Dangerous Path,Erin Hunter,,,,9780060525651,,,,,,,,2008/05/01,2008/05/01,,,read,,,,1,,,0,,,,,
,The Outstretched Shadow,Mercedes Lackey,,,,9780765302199,,,,,,,,2008/05/01,2008/05/01,,,read,,,,1,,,0,,,,,
,The Golden Compass,Philip Pullman,,,070999005997,,,,,,,,,2008/05/01,2008/05/01,,,read,,,,1,,,0,,,,,
,The Dragon's Son,Margaret Weis,,,,9780765343918,,,,,,,,2008/05/01,2008/05/01,,,read,,,,1,,,0,,,,,
,Master of Dragons,Margaret Weis,,,0765304708,,,,,,,,,2008/05/01,2008/05/01,,,read,,,,1,,,0,,,,,
,Peril's Gate,Janny Wurts,,,,9780007101085,,,,,,,,2008/05/01,2008/05/01,,,read,,,,1,,,0,,,,,
,Dragonmaster,Chris Bunch,,,,9780451461186,,,,,,,,2008/05/01,2008/05/01,,,read,,,,1,,,0,,,,,
,Green Rider,Kristen Britain,,,,9780886778583,,,,,,,,2008/05/01,2008/05/01,,,read,,,,1,,,0,,,,,
,The Subtle Knife,Philip Pullman,,,,9780679879251,,,,,,,,2008/06/01,2008/06/01,,,read,,,,1,,,0,,,,,
,First Rider's Call,Kristen Britain,,,,9780756401931,,,,,,,,2008/06/01,2008/06/01,,,read,,,,1,,,0,,,,,
,The Amber Spyglass,Philip Pullman,,,,9780440238157,,,,,,,,2008/06/01,2008/06/01,,,read,,,,1,,,0,,,,,
,The Eye of the Hunter,Dennis L. McKiernan,,,,9780451452689,,,,,,,,2008/06/01,2008/06/01,,,read,,,,1,,,0,,,,,
,To Ride Hell's Chasm,Janny Wurts,,,,9780007101115,,,,,,,,2008/06/01,2008/06/01,,,read,,,,1,,,0,,,,,
,The Darkest Hour,Erin Hunter,,,,9780060525859,,,,,,,,2008/06/01,2008/06/01,,,read,,,,1,,,0,,,,,
,Midnight,Erin Hunter,,,,9780060744519,,,,,,,,2008/06/01,2008/06/01,,,read,,,,1,,,0,,,,,
,Moonrise,Erin Hunter,,,,9780060744540,,,,,,,,2008/06/01,2008/06/01,,,read,,,,1,,,0,,,,,
,Peter and the Shadow Thieves,Dave Barry,,,,9780786837878,,,,,,,,2008/06/01,2008/06/01,,,read,,,,1,,,0,,,,,
,To Light a Candle,Mercedes Lackey,,,,9780765341426,,,,,,,,2008/06/01,2008/06/01,,,read,,,,1,,,0,,,,,
,Dragon Venom,Lawrence Watt-Evans,,,,,,,,,,,,2008/06/01,2008/06/01,,,read,,,,1,,,0,,,,,
,"Groucho, Harpo, Chico, and Sometimes Zeppo: A Celebration of the Marx Brothers",Joe Adamson,,,,,,,,,,,,2008/06/01,2008/06/01,,,read,,,,1,,,0,,,,,
,The Return of Nightfall,Mickey Zucker Reichert,,,,,,,,,,,,2008/06/01,2008/06/01,,,read,,,,1,,,0,,,,,
,When Darkness Falls,Mercedes Lackey,,,,9780765341433,,,,,,,,2008/06/01,2008/06/01,,,read,,,,1,,,0,,,,,
,Touched by the Gods,Lawrence Watt-Evans,,,,9781619910003,,,,,,,,2008/06/01,2008/06/01,,,read,,,,1,,,0,,,,,
,Zandru's forge,Marion Zimmer Bradley,,,,9780756401849,,,,,,,,2008/07/01,2008/07/01,,,read,,,,1,,,0,,,,,
,A Flame in Hali,Deborah J. Ross,,,,9780756402679,,,,,,,,2008/07/01,2008/07/01,,,read,,,,1,,,0,,,,,
,Dawn and Starlight,Erin Hunter,,,,,,,,,,,,2008/07/01,2008/07/01,,,read,,,,1,,,0,,,,,
,Twilight & Sunset,Erin Hunter,,,,,,,,,,,,2008/07/01,2008/07/01,,,read,,,,1,,,0,,,,,
,The Phoenix Unchained,Mercedes Lackey,,,,,,,,,,,,2008/07/01,2008/07/01,,,read,,,,1,,,0,,,,,
,The Sword of Shannara,Terry Brooks,,,,9781857231519,,,,,,,,2008/07/01,2008/07/01,,,read,,,,1,,,0,,,,,
,War and Peace ,Leo Tolstoy,,,,9780192833983,,,,,,,,2008/07/01,2008/07/01,,,read,,,,1,,,0,,,,,
,The Sight,Erin Hunter,,,,9780060892012,,,,,,,,2008/07/01,2008/07/01,,,read,,,,1,,,0,,,,,
,Dark River,Erin Hunter,,,,9780060892050,,,,,,,,2008/07/01,2008/07/01,,,read,,,,1,,,0,,,,,
